ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point,class
1532,El Dorado,12/12/2015,300,310,ED2,1,Melastomataceae,Tococa,guianensis,Tococa guianensis,Aubl.,3.1,3,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1533,El Dorado,12/12/2015,300,310,ED2,1,Cardiopteridaceae,Dendrobangia,boliviana,Dendrobangia boliviana,Rusby,19.9,17,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1534,El Dorado,12/12/2015,300,310,ED2,1,Elaeocarpaceae,Sloanea,spathulata,Sloanea spathulata,Earle Sm.,6,9,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1535,El Dorado,12/12/2015,300,310,ED2,1,Fabaceae,Macrolobium,microcalyx,Macrolobium microcalyx,Ducke,4.3,7,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1536,El Dorado,12/12/2015,300,310,ED2,1,Sapindaceae,Matayba,inelegans,Matayba inelegans,Radlk.,3,7,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1537,El Dorado,12/12/2015,300,310,ED2,1,Sapindaceae,Matayba,inelegans,Matayba inelegans,Radlk.,3.5,6,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1538,El Dorado,12/12/2015,300,310,ED2,1,Fabaceae,Macrolobium,bifolium,Macrolobium bifolium,Aubl.) Pers.,4.2,6,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1539,El Dorado,12/12/2015,300,310,ED2,1,Rubiaceae,Psychotria,alba,Psychotria alba, Ruiz & Pav.,6.2,8,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1540,El Dorado,12/12/2015,300,310,ED2,1,Arecaceae,Euterpe,catinga,Euterpe catinga,Wallace,3.6,3,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1541,El Dorado,12/12/2015,300,310,ED2,1,Sapindaceae,Matayba,inelegans,Matayba inelegans,Radlk.,4.3,7,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1542,El Dorado,12/12/2015,300,310,ED2,1,Araliaceae,Dendropanax,umbellatus,Dendropanax umbellatus,(Ruiz & Pav.) J.F. Macbr.,3.8,7,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1543,El Dorado,12/12/2015,300,310,ED2,1,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,3.7,8,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1544,El Dorado,12/12/2015,300,310,ED2,1,Sapindaceae,Matayba,inelegans,Matayba inelegans,Radlk.,4.3,7,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1545,El Dorado,12/12/2015,300,310,ED2,1,Myrsinaceae,Cybianthus,nestori,Cybianthus nestori,Pipoly,5,7,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1546,El Dorado,12/12/2015,300,310,ED2,1,Arecaceae,Euterpe,catinga,Euterpe catinga,Wallace,5.7,8,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1547,El Dorado,12/12/2015,300,310,ED2,1,Rubiaceae,Remijia,macrocnemia,Remijia macrocnemia,(Mart.) Wedd.,3,6,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1548,El Dorado,12/12/2015,300,310,ED2,1,Arecaceae,Euterpe,catinga,Euterpe catinga,Wallace,3.6,2,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1549,El Dorado,12/12/2015,300,310,ED2,1,Sapindaceae,Matayba,inelegans,Matayba inelegans,Radlk.,2.8,2,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1550,El Dorado,12/12/2015,300,310,ED2,1,Fabaceae,Abarema,auriculata,Abarema auriculata,(Benth.) Barneby & J.W. Grimes,7.3,9,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1551,El Dorado,12/12/2015,300,310,ED2,1,Arecaceae,Euterpe,catinga,Euterpe catinga,Wallace,5.5,6,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1552,El Dorado,12/12/2015,300,310,ED2,1,Rubiaceae,Remijia,macrocnemia,Remijia macrocnemia,(Mart.) Wedd.,2.6,3,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1553,El Dorado,12/12/2015,300,310,ED2,1,Sapindaceae,Matayba,inelegans,Matayba inelegans,Radlk.,7.4,7,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1554,El Dorado,12/12/2015,300,310,ED2,1,Euphorbiaceae,Hevea,guianensis,Hevea guianensis,Aubl.,6.3,7,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1555,El Dorado,12/12/2015,300,310,ED2,1,Rubiaceae,Remijia,macrocnemia,Remijia macrocnemia,(Mart.) Wedd.,2.5,5,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1556,El Dorado,12/12/2015,300,310,ED2,1,Melastomataceae,Tococa,guianensis,Tococa guianensis,Aubl.,3.2,3,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1557,El Dorado,12/12/2015,300,310,ED2,1,Myrtaceae,Calyptranthes,macrophylla,Calyptranthes macrophylla,O. Berg,4.5,5,,,857,,858,,,,Primary,White.Sand,ED2_1,Primary.White.Sand
1558,Amazon Refuge,15/12/2015,100,350,AR1,1,Rubiaceae,Sommera,sabiceoides,Sommera sabiceoides,K. Schum.,3,2,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1559,Amazon Refuge,15/12/2015,100,350,AR1,1,Rubiaceae,Sommera,sabiceoides,Sommera sabiceoides,K. Schum.,6,25,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1560,Amazon Refuge,15/12/2015,100,350,AR1,1,Arecaceae,Bactris,sp. 1,Bactris sp. 1,,3,3,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1561,Amazon Refuge,15/12/2015,100,350,AR1,1,Rubiaceae,Sommera,sabiceoides,Sommera sabiceoides,K. Schum.,4.2,2,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1562,Amazon Refuge,15/12/2015,100,350,AR1,1,Polygonaceae,Symmeria,paniculata,Symmeria paniculata,Benth.,7.6,6,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1563,Amazon Refuge,15/12/2015,100,350,AR1,1,Polygonaceae,Symmeria,paniculata,Symmeria paniculata,Benth.,4.7,3,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1564,Amazon Refuge,15/12/2015,100,350,AR1,1,Polygonaceae,Triplaris,weigeltiana,Triplaris weigeltiana,(Rchb.) Kuntze,5.4,3,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1565,Amazon Refuge,15/12/2015,100,350,AR1,1,Fabaceae,Inga,umbellifera,Inga umbellifera,(Vahl) DC.,15.3,8,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1566,Amazon Refuge,15/12/2015,100,350,AR1,1,Polygonaceae,Symmeria,paniculata,Symmeria paniculata,Benth.,23.2,7,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1567,Amazon Refuge,15/12/2015,100,350,AR1,1,Fabaceae,Inga,umbellifera,Inga umbellifera,(Vahl) DC.,2.8,2,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1568,Amazon Refuge,15/12/2015,100,350,AR1,1,Fabaceae,Inga,umbellifera,Inga umbellifera,(Vahl) DC.,6.7,4,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1569,Amazon Refuge,15/12/2015,100,350,AR1,1,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,25.5,10,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1570,Amazon Refuge,15/12/2015,100,350,AR1,1,Polygonaceae,Symmeria,paniculata,Symmeria paniculata,Benth.,2.5,2,,,859,,860,,409 - 412,,Primary,Flooded,AR1_1,Primary.Flooded
1578,Amazon Refuge,15/12/2015,170,340,AR1,2,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,21.1,14,,,861,,1033,,"413, 414",,Primary,Flooded,AR1_2,Primary.Flooded
1579,Amazon Refuge,15/12/2015,170,340,AR1,2,Myrtaceae,Eugenia,lambertiana,Eugenia lambertiana, DC.,13.9,7,,,861,,1033,,"413, 414",,Primary,Flooded,AR1_2,Primary.Flooded
1580,Amazon Refuge,15/12/2015,100,350,AR1,2,Clusiaceae,Garcinia,madruno,Garcinia madruno,(Kunth) Hammel,16.5,12,,,861,,1033,,"413, 414",,Primary,Flooded,AR1_2,Primary.Flooded
1581,Amazon Refuge,15/12/2015,150,290,AR1,3,Fabaceae,Senna,multijuga,Senna multijuga, (Rich.) H.S. Irwin & Barneby,4,2,,,862,,863,,415,,Primary,Flooded,AR1_3,Primary.Flooded
1582,Amazon Refuge,15/12/2015,150,290,AR1,3,Annonaceae,Duguetia,spixiana,Duguetia spixiana,Mart.,18,7,,,862,,863,,415,,Primary,Flooded,AR1_3,Primary.Flooded
1583,Amazon Refuge,15/12/2015,150,290,AR1,3,Fabaceae,Tachigali,paniculata,Tachigali paniculata, Aubl.,12.2,7,Exudado rojo,,862,,863,,415,,Primary,Flooded,AR1_3,Primary.Flooded
1584,Amazon Refuge,15/12/2015,150,290,AR1,3,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,22.5,8,,,862,,863,,415,,Primary,Flooded,AR1_3,Primary.Flooded
1585,Amazon Refuge,15/12/2015,10,80,AR1,4,Fabaceae,Zygia,sp. 2,Zygia sp. 2,,37.5,17,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1586,Amazon Refuge,15/12/2015,10,80,AR1,4,Lauraceae,Aniba,guianensis,Aniba guianensis,Aubl.,3.7,2.5,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1587,Amazon Refuge,15/12/2015,10,80,AR1,4,Rubiaceae,Rudgea,lanceifolia,Rudgea lanceifolia,Salisb.,2.9,3,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1588,Amazon Refuge,15/12/2015,10,80,AR1,4,Rubiaceae,Rudgea,verticillata,Rudgea verticillata,(Ruiz & Pav.) Spreng.,3.7,2,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1589,Amazon Refuge,15/12/2015,10,80,AR1,4,Myristicaceae,Iryanthera,olacoides,Iryanthera olacoides,A.C.Sm.,5.7,4,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1590,Amazon Refuge,15/12/2015,10,80,AR1,4,Rubiaceae,Rudgea,verticillata,Rudgea verticillata,(Ruiz & Pav.) Spreng.,7.9,4,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1591,Amazon Refuge,15/12/2015,10,80,AR1,4,Lauraceae,Aniba,guianensis,Aniba guianensis,Aubl.,14.7,7,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1592,Amazon Refuge,15/12/2015,10,80,AR1,4,Euphorbiaceae,Hura,crepitans,Hura crepitans, L.,80,17,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1593,Amazon Refuge,15/12/2015,10,80,AR1,4,Salicaceae,Xylosma,benthamii,Xylosma benthamii, Griseb.,4.9,4,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1594,Amazon Refuge,15/12/2015,10,80,AR1,4,Polygonaceae,Symmeria,paniculata,Symmeria paniculata,Benth.,22,13,,,864,,865,,"416, 417",,Primary,Flooded,AR1_4,Primary.Flooded
1595,Amazon Refuge,15/12/2015,310,150,AR1,5,Myristicaceae,Iryanthera,olacoides,Iryanthera olacoides,A.C.Sm.,4.4,2.5,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1596,Amazon Refuge,15/12/2015,310,150,AR1,5,Melastomataceae,Miconia,tetrasperma,Miconia tetrasperma,Gleason,16.3,8,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1597,Amazon Refuge,15/12/2015,310,150,AR1,5,Melastomataceae,Miconia,tetrasperma,Miconia tetrasperma,Gleason,4,3,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1598,Amazon Refuge,15/12/2015,310,150,AR1,5,Moraceae,Sorocea,hirtella,Sorocea hirtella, Mildbr.,7.4,7,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1599,Amazon Refuge,15/12/2015,310,150,AR1,5,Putranjivaceae,Drypetes,amazonica,Drypetes amazonica, Steyerm.,21.3,17,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1600,Amazon Refuge,15/12/2015,310,150,AR1,5,Lecythidaceae,Couroupita,guianensis,Couroupita guianensis, Aubl.,3.2,2,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1601,Amazon Refuge,15/12/2015,310,150,AR1,5,Apocynaceae,Himatanthus,sucuuba,Himatanthus sucuuba,(Spruce ex Müll. Arg.) Woodson,5,3,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1602,Amazon Refuge,15/12/2015,310,150,AR1,5,Apocynaceae,Himatanthus,sucuuba,Himatanthus sucuuba,(Spruce ex Müll. Arg.) Woodson,6.7,5,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1603,Amazon Refuge,15/12/2015,310,150,AR1,5,Putranjivaceae,Drypetes,amazonica,Drypetes amazonica, Steyerm.,35,17,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1604,Amazon Refuge,15/12/2015,310,150,AR1,5,Lecythidaceae,Couroupita,guianensis,Couroupita guianensis, Aubl.,16.2,15,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1605,Amazon Refuge,15/12/2015,310,150,AR1,5,Rubiaceae,Rudgea,verticillata,Rudgea verticillata,(Ruiz & Pav.) Spreng.,3.4,1.5,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1606,Amazon Refuge,15/12/2015,310,150,AR1,5,Rubiaceae,Rudgea,verticillata,Rudgea verticillata,(Ruiz & Pav.) Spreng.,8,3,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1607,Amazon Refuge,15/12/2015,310,150,AR1,5,Salicaceae,Xylosma,benthamii,Xylosma benthamii, Griseb.,8.2,4,,,867,,866,,"418, 419",,Primary,Flooded,AR1_5,Primary.Flooded
1608,Amazon Refuge,15/12/2015,220,40,AR1,6,Euphorbiaceae,Alchornea,latifolia,Alchornea latifolia,Klotzsch,9.1,8,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1609,Amazon Refuge,15/12/2015,220,40,AR1,6,Polygonaceae,Symmeria,paniculata,Symmeria paniculata,Benth.,5.8,4,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1610,Amazon Refuge,15/12/2015,220,40,AR1,6,Moraceae,Artocarpus,altilis,Artocarpus altilis,(Parkinson) Fosberg,36.5,17,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1611,Amazon Refuge,15/12/2015,220,40,AR1,6,Euphorbiaceae,Alchornea,latifolia,Alchornea latifolia,Klotzsch,5.8,2,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1612,Amazon Refuge,15/12/2015,220,40,AR1,6,Fabaceae,Inga,umbellifera,Inga umbellifera,(Vahl) DC.,5.1,3,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1613,Amazon Refuge,15/12/2015,220,40,AR1,6,Myristicaceae,Virola,peruviana,Virola peruviana,(A.DC.) Warb.,3.9,4,latex naranja,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1614,Amazon Refuge,15/12/2015,220,40,AR1,6,Myristicaceae,Virola,peruviana,Virola peruviana,(A.DC.) Warb.,4.3,6,igual a la de miraflores,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1615,Amazon Refuge,15/12/2015,220,40,AR1,6,Rubiaceae,Rudgea,verticillata,Rudgea verticillata,(Ruiz & Pav.) Spreng.,12.5,7,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1616,Amazon Refuge,15/12/2015,220,40,AR1,6,Moraceae,Sorocea,hirtella,Sorocea hirtella, Mildbr.,7.7,6,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1617,Amazon Refuge,15/12/2015,220,40,AR1,6,Rubiaceae,Rudgea,verticillata,Rudgea verticillata,(Ruiz & Pav.) Spreng.,3.3,1.5,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1618,Amazon Refuge,15/12/2015,220,40,AR1,6,Polygonaceae,Triplaris,weigeltiana,Triplaris weigeltiana,(Rchb.) Kuntze,15.5,19,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
1619,Amazon Refuge,15/12/2015,220,40,AR1,6,Combretaceae,Terminalia,dichotoma,Terminalia dichotoma,G. Mey.,6,2,,,869,,868,,"420, 421",,Primary,Flooded,AR1_6,Primary.Flooded
,Indiana,17/12/2015,310,40,IN1,6,,,, ,,,,,No se registraron arboles,870,,1034,,422,,Disturbed,Upland,IN1_6,Disturbed.Upland
,Indiana,17/12/2015,330,160,IN1,5,,,, ,,,,,No se registraron arboles,871,,1035,,423,,Disturbed,Upland,IN1_5,Disturbed.Upland
,Indiana,17/12/2015,70,280,IN1,4,,,, ,,,,,No se registraron arboles,872,,1036,,424,,Disturbed,Upland,IN1_4,Disturbed.Upland
1615a,Indiana,17/12/2015,170,290,IN1,3,Sapotaceae,Pouteria,caimito,Pouteria caimito,(Ruiz & Pav.) Radlk.,13.8,7,,,874,,1037,,,,Disturbed,Upland,IN1_3,Disturbed.Upland
1616a,Indiana,17/12/2015,170,290,IN1,3,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,17,9,,,874,,1037,,,,Disturbed,Upland,IN1_3,Disturbed.Upland
1617a,Indiana,17/12/2015,170,290,IN1,3,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3.5,7,,,874,,1037,,,,Disturbed,Upland,IN1_3,Disturbed.Upland
,Indiana,17/12/2015,290,310,IN1,2,,,, ,,,,,No se registraron arboles,1038,,1039,,,,Disturbed,Upland,IN1_2,Disturbed.Upland
,Indiana,17/12/2015,180,180,IN1,1,,,, ,,,,,No se registraron arboles,1040,,1041,,,,Disturbed,Upland,IN1_1,Disturbed.Upland
,Tamshiyacu,19/12/1015,290,350,TMS,1,,,, ,,,,,No se registraron arboles,1042,,1043,,428,,Disturbed,Upland,TMS_1,Disturbed.Upland
,Tamshiyacu,19/12/1015,60,120,TMS,2,,,, ,,,,,No se registraron arboles,1044,,1045,,429,,Disturbed,Upland,TMS_2,Disturbed.Upland
,Tamshiyacu,19/12/1015,10,250,TMS,3,,,, ,,,,,No se registraron arboles,1046,,1047,,430,,Disturbed,Upland,TMS_3,Disturbed.Upland
1618a,Tamshiyacu,19/12/1015,10,50,TMS,4,Icacinaceae,Poraqueiba,sericea,Poraqueiba sericea,Tul.,10,7,,,1048,,1049,,431,,Disturbed,Upland,TMS_4,Disturbed.Upland
1619a,Tamshiyacu,19/12/1015,10,50,TMS,4,Icacinaceae,Poraqueiba,sericea,Poraqueiba sericea,Tul.,8,6,,,1048,,1049,,431,,Disturbed,Upland,TMS_4,Disturbed.Upland
1620,Tamshiyacu,19/12/1015,10,50,TMS,4,Arecaceae,Euterpe,precatoria,Euterpe precatoria, Mart.,5,4,,,1048,,1049,,431,,Disturbed,Upland,TMS_4,Disturbed.Upland
,Tamshiyacu,19/12/1015,250,80,TMS,5,,,, ,,,,,No se registraron arboles,1050,,1051,,432,,Disturbed,Upland,TMS_5,Disturbed.Upland
,Tamshiyacu,19/12/1015,90,250,TMS,6,,,, ,,,,,No se registraron arboles,1052,,1053,,433,,Disturbed,Upland,TMS_6,Disturbed.Upland
1618b,Tapiche Ohara,27/12/2015,290,310,TO1,1,Urticaceae,Cecropia,ficifolia,Cecropia ficifolia,Warb. ex Snethl.,3.2,3,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1619b,Tapiche Ohara,27/12/2015,290,310,TO1,1,Urticaceae,Cecropia,ficifolia,Cecropia ficifolia,Warb. ex Snethl.,13.9,12,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1620a,Tapiche Ohara,27/12/2015,290,310,TO1,1,Euphorbiaceae,Sapium,marmieri,Sapium marmieri,Huber,2.5,2.5,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1621,Tapiche Ohara,27/12/2015,290,310,TO1,1,Myrtaceae,Calyptranthes,creba,Calyptranthes creba,McVaugh,4.7,3,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1622,Tapiche Ohara,27/12/2015,290,310,TO1,1,Rubiaceae,Ferdinandusa,clorantha,Ferdinandusa clorantha,(Wedd.) Standl.,61.3,16,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1623,Tapiche Ohara,27/12/2015,290,310,TO1,1,Moraceae,Sorocea,hirtella,Sorocea hirtella, Mildbr.,21.3,15,Latex amarillo,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1624,Tapiche Ohara,27/12/2015,290,310,TO1,1,Chrysobalanaceae,Licania,canescens,Licania canescens,Benoist,4.8,17,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1625,Tapiche Ohara,27/12/2015,290,310,TO1,1,Lecythidaceae,Eschweilera,albiflora,Eschweilera albiflora,(DC.) Miers,5.8,8,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1626,Tapiche Ohara,27/12/2015,290,310,TO1,1,Rubiaceae,Gonzalagunia,cornifolia,Gonzalagunia cornifolia,(Kunth) Standl.,4.3,3,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1627,Tapiche Ohara,27/12/2015,290,310,TO1,1,Sapotaceae,Chrysophyllum,argenteum,Chrysophyllum argenteum, Jacq.,17.6,9,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1628,Tapiche Ohara,27/12/2015,290,310,TO1,1,Moraceae,Naucleopsis,glabra,Naucleopsis glabra,Spruce ex Pittier,10.8,8.5,Latex café con leche,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1629,Tapiche Ohara,27/12/2015,290,310,TO1,1,Myristicaceae,Iryanthera,tessmannii,Iryanthera tessmannii, Markgr.,5.8,2.5,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1630,Tapiche Ohara,27/12/2015,290,310,TO1,1,Lecythidaceae,Eschweilera,albiflora,Eschweilera albiflora,(DC.) Miers,11.6,7,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1631,Tapiche Ohara,27/12/2015,290,310,TO1,1,Moraceae,Naucleopsis,glabra,Naucleopsis glabra,Spruce ex Pittier,20,13,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1632,Tapiche Ohara,27/12/2015,290,310,TO1,1,Rubiaceae,Duroia,duckei,Duroia duckei,Huber,45,17,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1633,Tapiche Ohara,27/12/2015,290,310,TO1,1,Putranjivaceae,Drypetes,amazonica,Drypetes amazonica, Steyerm.,4.3,2.5,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1634,Tapiche Ohara,27/12/2015,290,310,TO1,1,Fabaceae,Zygia,cauliflora,Zygia cauliflora,(Willd.) Killip,4.5,3,,,878,,879,,"434, 435",,Primary,Flooded,TO1_1,Primary.Flooded
1635,Tapiche Ohara,27/12/2015,40,260,TO1,2,Sapotaceae,Pouteria,sp. 1,Pouteria sp. 1,,35,17,,,880,,881,,"436, 437",,Primary,Flooded,TO1_2,Primary.Flooded
1636,Tapiche Ohara,27/12/2015,40,260,TO1,2,Annonaceae,Guatteria,boliviana,Guatteria boliviana,H.J.P.Winkl.,9.9,9,,,880,,881,,"436, 437",,Primary,Flooded,TO1_2,Primary.Flooded
1637,Tapiche Ohara,27/12/2015,40,260,TO1,2,Annonaceae,Oxandra,acuminata,Oxandra acuminata,Diels,5.3,3,,,880,,881,,"436, 437",,Primary,Flooded,TO1_2,Primary.Flooded
1638,Tapiche Ohara,27/12/2015,40,260,TO1,2,Moraceae,Sorocea,hirtella,Sorocea hirtella, Mildbr.,7.3,7,,,880,,881,,"436, 437",,Primary,Flooded,TO1_2,Primary.Flooded
1639,Tapiche Ohara,27/12/2015,170,60,TO1,3,Rubiaceae,Bothriospora,corymbosa,Bothriospora corymbosa,(Benth.) Hook. f.,6.8,3,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1640,Tapiche Ohara,27/12/2015,170,60,TO1,3,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,6.5,6,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1641,Tapiche Ohara,27/12/2015,170,60,TO1,3,Urticaceae,Cecropia,ficifolia,Cecropia ficifolia,Warb. ex Snethl.,24.6,12,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1642,Tapiche Ohara,27/12/2015,170,60,TO1,3,Urticaceae,Cecropia,ficifolia,Cecropia ficifolia,Warb. ex Snethl.,4.6,6,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1643,Tapiche Ohara,27/12/2015,170,60,TO1,3,Rubiaceae,Duroia,duckei,Duroia duckei,Huber,4.9,7,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1644,Tapiche Ohara,27/12/2015,170,60,TO1,3,Rubiaceae,Duroia,duckei,Duroia duckei,Huber,4.6,5,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1645,Tapiche Ohara,27/12/2015,170,60,TO1,3,Euphorbiaceae,Sapium,marmieri,Sapium marmieri,Huber,11.2,9,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1646,Tapiche Ohara,27/12/2015,170,60,TO1,3,Euphorbiaceae,Sapium,marmieri,Sapium marmieri,Huber,10.5,8,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1647,Tapiche Ohara,27/12/2015,170,60,TO1,3,Rubiaceae,Bothriospora,corymbosa,Bothriospora corymbosa,(Benth.) Hook. f.,4.6,8,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
1648,Tapiche Ohara,27/12/2015,170,60,TO1,3,Melastomataceae,Miconia,triplinervis,Miconia triplinervis,Ruiz & Pav.,4.3,3,,,882,,883,,"438, 439",,Primary,Flooded,TO1_3,Primary.Flooded
